id,title,overview,genres,cast,director,keywords,vote_average,popularity
681,Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out whoâ€™s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,"Adventure,Action,Thriller,Science Fiction","Sean Connery,Jill St. John,Charles Gray,Lana Wood,Jimmy Dean",Guy Hamilton,"satellite,plastic surgery,smuggling,murder,extortion",6.2,1.75511699999999
984,Dirty Harry,"When a madman dubbed the ""Scorpio Killer"" terrorizes San Francisco, hard-boiled cop Harry Callahan -- famous for his take-no-prisoners approach to law enforcement -- is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.","Action,Crime,Thriller","Clint Eastwood,Harry Guardino,Reni Santoni,John Vernon,Andrew Robinson",Don Siegel,"ambush,san francisco,detective,ransom,stadium",7.2,0.885391
1687,Escape from the Planet of the Apes,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.","Action,Science Fiction","Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,Eric Braeden",Don Taylor,"spacecraft,pacifism,human being,cage,dystopia",6.2,0.861629999999999
994,Straw Dogs,A young American and his English wife come to rural England and face increasingly vicious local harassment.,"Crime,Drama,Thriller,Mystery","Dustin Hoffman,Susan George,Peter Vaughan,T. P. McKenna,Del Henney",Sam Peckinpah,"england,rape,country life,primal fear,revenge",6.8,0.735185
11234,The Omega Man,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.","Action,Science Fiction,Thriller","Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,Lincoln Kilpatrick",Boris Sagal,"post-apocalyptic,dystopia,survivalist,dystopic future,last man on earth",5.7,0.632691
12335,Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,"Adventure,Fantasy,Animation,Comedy,Family","Angela Lansbury,David Tomlinson,Roddy McDowall,Sam Jaffe,John Ericson",Robert Stevenson,"flying,witch,world war ii,magic broomstick",6.6,0.630778
636,THX 1138,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.,"Drama,Mystery,Science Fiction,Thriller","Robert Duvall,Donald Pleasence,Don Pedro Colley,Maggie McOmie,Ian Wolfe",George Lucas,"prison,drug addiction,hearing,totalitarian regime,phasing",6.1,0.627942
343,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences donâ€™t matter and they become best friends and love each other.,"Comedy,Drama,Romance","Ruth Gordon,Bud Cort,Cyril Cusack,Charles Tyner,Ellen Geer",Hal Ashby,"suicide,life and death,depression,age difference,cemetery",7.4,0.625188
1051,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,"Action,Crime,Thriller","Gene Hackman,Fernando Rey,Roy Scheider,Tony Lo Bianco,Marcel Bozzuffi",William Friedkin,"police brutality,marseille,night life,attempted murder,drug dealer",7.0,0.604241
15393,Play Misty for Me,"A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.","Crime,Drama,Romance,Thriller","Clint Eastwood,Jessica Walter,John Larch,Donna Mills,Jack Ging",Clint Eastwood,"disc jockey,stalker,obsessed fan,jaguar car,cinnamon",5.8,0.560488
9267,Monty Python's And Now for Something Completely Different,And Now for Something Completely Different is a film spin-off from the television comedy series Monty Python's Flying Circus featuring favourite sketches from the first two seasons.,Comedy,"Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones",Ian MacNaughton,"blackmail,humor,stupidity,comedy,based on tv series",6.9,0.553366
27554,The Panic in Needle Park,"This movie is a stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.","Drama,Romance","Al Pacino,Kitty Winn,Alan Vint,Richard Bright,Kiel Martin",Jerry Schatzberg,"drug addiction,love,betrayal,death of pet,needle",6.0,0.483561
839,Duel,"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.","Horror,Action,Mystery,Thriller","Dennis Weaver,Jacqueline Scott,Eddie Firestone,Lou Frizzell,Gene Dynarski",Steven Spielberg,"terror,california,falsely accused person,gas station,cliff",7.0,0.462681
1485,Get Carter,"Michael Caine is Jack Carter, a small-time hood working in London. When word reaches him of his brothers death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brotherâ€™s friends and acquaintances to learn who murdered his sibling and why.","Crime,Thriller","Michael Caine,Ian Hendry,Britt Ekland,John Osborne,Tony Beckley",Mike Hodges,"hitman,british,gritty",7.0,0.454247999999999
11302,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",Comedy,"Woody Allen,Louise Lasser,Carlos MontalbÃ¡n,Nati Abascal,Jacobo Morales",Woody Allen,"revolution,political activism,loser",6.5,0.448675
26405,Wake in Fright,"Wake in Fright is the story of John Grant, a bonded teacher who arrives in the rough outback mining town of Bundanyabba planning to stay overnight before catching the plane to Sydney, but as one night stretches into several he plunges headlong into his own destruction.","Drama,Thriller","Gary Bond,Donald Pleasence,Chips Rafferty,Sylvia Kay,John Meillon",Ted Kotcheff,"gambling,based on novel,beer,australia,independent film",7.1,0.392606
11316,Macbeth,A ruthlessly ambitious Scottish lord siezes the throne with the help of his scheming wife and a trio of witches.,"War,Drama,History","Jon Finch,Francesca Annis,Martin Shaw,Terence Bayler,John Stride",Roman Polanski,"scotland,ambush,showdown,queen,kingdom",6.4,0.363941
10514,The Andromeda Strain,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..","Science Fiction,Thriller","Arthur Hill,David Wayne,James Olson,Kate Reid,Paula Kelly",Robert Wise,"nasa,new mexico,biological weapon,epilepsy,secret lab",6.7,0.357413
21717,Big Jake,An aging Texas cattle man who has outlived his time swings into action when outlaws kidnap his grandson.,"Action,Western","John Wayne,Richard Boone,Maureen O'Hara,Patrick Wayne,Christopher Mitchum",George Sherman,"kidnapping,cigar smoking,rancher,double barreled shotgun",6.4,0.354036
27236,Two-Lane Blacktop,"A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money, betting with their competitors. The pair gain a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man, looking for attention, antagonizes their efforts.",Drama,"James Taylor,Warren Oates,Dennis Wilson,Laurie Bird,Rudy Wurlitzer",Monte Hellman,"car mechanic,racing car,chevrolet,independent film,road movie",5.8,0.327996
36040,Walkabout,"A teenage girl and her young brother are stranded in the Australian outback and are forced to cope on their own. They meet an Aborigine on ""walkabout"": a ritualistic banishment from his tribe","Adventure,Drama","Jenny Agutter,Luc Roeg,David Gulpilil,John Meillon,Robert McDarra",Nicolas Roeg,"suicide,male nudity,female nudity,hunter,based on novel",7.1,0.326818
482,Shaft,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,"Adventure,Action,Thriller,Crime","Richard Roundtree,Moses Gunn,Charles Cioffi,Christopher St. John,Gwenn Mitchell",Gordon Parks,"new york,black people,ghetto,daughter,police",6.2,0.317925
336,GiÃ¹ la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",Western,"James Coburn,Rod Steiger,Romolo Valli,Antoine Saint-John,Franco Graziosi",Sergio Leone,"mexico,rape,robbery,prisoner,liberation of prisoners",7.4,0.306073
14811,Fiddler on the Roof,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.","Drama,Music,Romance","Chaim Topol,Norma Crane,Leonard Frey,Molly Picon,Paul Mann",Norman Jewison,"tradition,dream,musical,pogrom,mother daughter relationship",6.6,0.291077
25188,The Last Picture Show,The coming of age of a youth named Sonny in a small Texas town in the 1950s.,Drama,"Timothy Bottoms,Jeff Bridges,Cybill Shepherd,Ben Johnson,Cloris Leachman",Peter Bogdanovich,"new love,graduation,high school graduation,pool hall,graduation present",7.0,0.369308
11951,Vanishing Point,"Kowalski works for a car delivery service. He takes delivery of a 1970 Dodge Challenger to take from Colorado to San Francisco, California. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.","Action,Thriller,Drama","Barry Newman,Cleavon Little,Dean Jagger,Victoria Medlin,Gilda Texter",Richard C. Sarafian,"san francisco,bet,denver,police,auto-tuning",7.1,0.275523
29005,McCabe & Mrs. Miller,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",Western,"Warren Beatty,Julie Christie,Rene Auberjonois,William Devane,John Schuck",Robert Altman,mining town,6.8,0.265807
466,Klute,"This acclaimed thriller stars Jane Fonda as Bree Daniel, a New York City call girl who becomes enmeshed in an investigation into the disappearance of a business executive. Detective John Klute is hired to follow Daniel, and eventually begins a romance with her, but it appears that he hasn't been the only person on her trail. When it becomes clear that Daniel is being targeted, it's up to her and Klute to figure out who is after her before it's too late.",Mystery,"Jane Fonda,Donald Sutherland,Charles Cioffi,Roy Scheider,Dorothy Tristan",Alan J. Pakula,"new york,prostitute,detective,cat,1970s",6.1,0.21439
16328,Johnny Got His Gun,"Joe, a young American soldier, is hit by a mortar shell on the last day of World War I. He lies in a hospital bed in a fate worse than death - a quadruple amputee who has lost his arms, legs, eyes, ears, mouth and nose. Unbeknown to his doctors, he remains conscious and able to think, thereby reliving his life through strange dreams and memories and unable to distinguish whether he is awake or dreaming. He remains frustrated by his situation, until one day when Joe discovers a unique way to communicate with his caregivers.","War,Drama","Timothy Bottoms,Kathy Fields,Marsha Hunt,Jason Robards,Donald Sutherland",Dalton Trumbo,"amputation,deaf-mute,deafness,blindness and impaired vision,world war i",7.0,0.197685
5920,Le Mans,"Steve McQueen is ideally cast as a champion race car driver, participating in the famed 24-hour race headquartered in Le Mans, France. Though dedicated to Going for the Gold, McQueen finds time to romance widowed Elga Andersen. The dramatic angle to this plot wrinkle is that McQueen may well have been responsible for the death of Andersen's husband during a previous car pile-up. Director John Sturges, who'd previously helmed Steve McQueen's legendary motorcycle chase scenes in The Great Escape, was originally slated to direct Le Mans, but withdrew from the project; it was then taken over by Lee H. Katzin.","Action,Drama","Steve McQueen,Siegfried Rauch,Elga Andersen,Ronald Leigh-Hunt,Luc Merenda",Lee H. Katzin,"sense of guilt,racing car,le mans,road movie",6.8,0.188379
31906,The Beguiled,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.","Drama,Romance,War","Clint Eastwood,Geraldine Page,Elizabeth Hartman,Jo Ann Harris,Darlene Carr",Don Siegel,"civil war,suspense,yankee",7.4,0.13485
17965,The Abominable Dr. Phibes,"Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead. Once Phibes learns that his wife died on the operating table, he is convinced the doctor's are responsible and begins exacting his revenge on all those involved.","Comedy,Horror","Vincent Price,Joseph Cotten,Virginia North,Terry-Thomas,Sean Bury",Robert Fuest,"life and death,scotland yard,loss of lover,mask,pest",7.0,0.07681
31767,The Devils,"A dramatised historical account of the rise and fall of Urbain Grandier, a 17th-century Roman Catholic priest accused of  witchcraft following alleged demonic possessions of sexually repressed nuns.","Drama,History","Oliver Reed,Vanessa Redgrave,Dudley Sutton,Max Adrian,Gemma Jones",Ken Russell,"christianity,inquisition,hysteria,biography,controversy",7.0,0.060512
861,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","Action,Adventure,Science Fiction","Arnold Schwarzenegger,Sharon Stone,Rachel Ticotin,Ronny Cox,Michael Ironside",Paul Verhoeven,"oxygen,falsely accused person,resistance,mars,double life",6.8,2.679627
769,Goodfellas,"Henry Hill is a small time gangster, who takes part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who have set their sights a bit higher. His two partners kill off everyone else involved in the robbery, and slowly start to climb up through the hierarchy of the Mob. Henry, however, is badly affected by his partners success, but will he stoop low enough to bring about the downfall of Jimmy and Tommy?","Drama,Crime","Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,Paul Sorvino",Martin Scorsese,"prison,helicopter,florida,1970s,mass murder",8.0,2.659926
1573,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of dÃ©jÃ  vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.","Action,Thriller","Bruce Willis,Bonnie Bedelia,William Atherton,Reginald VelJohnson,Franco Nero",Renny Harlin,"ambush,helicopter,journalist,based on novel,airport",6.4,2.535646
196,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.","Adventure,Action,Comedy,Science Fiction,Family","Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Thomas F. Wilson,Lea Thompson",Robert Zemeckis,"jules verne,railroad robber,california,car race,delorean",6.9,2.441201
162,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,"Fantasy,Drama,Romance","Johnny Depp,Winona Ryder,Dianne Wiest,Alan Arkin,Anthony Michael Hall",Tim Burton,"underdog,love at first sight,hairdresser,small town,scissors",7.4,2.285811
114,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?","Romance,Comedy","Julia Roberts,Richard Gere,Ralph Bellamy,Jason Alexander,HÃ©ctor Elizondo",Garry Marshall,"prostitute,capitalism,cinderella,expensive restaurant,sports car",6.9,2.212092
242,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","Drama,Action,Thriller,Crime","Al Pacino,Diane Keaton,Andy GarcÃ­a,Talia Shire,Sofia Coppola",Francis Ford Coppola,"italy,christianity,new york,assassination,italo-american",6.9,1.761161
581,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide -- and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","Adventure,Drama,Western","Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Floyd Red Crow Westerman",Kevin Costner,"countryside,indian,suicide attempt,culture clash,loss of family",7.3,1.695911
251,Ghost,Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.,"Fantasy,Drama,Thriller,Mystery,Romance","Patrick Swayze,Demi Moore,Tony Goldwyn,Whoopi Goldberg,Vincent Schiavelli",Jerry Zucker,"corruption,fortune teller,money transfer,money laundering,pottery",6.7,1.513223
1498,Teenage Mutant Ninja Turtles,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,"Science Fiction,Action,Adventure,Comedy,Family","Judith Hoag,Elias Koteas,Josh Pais,Brian Tochi,Leif Tilden",Steve Barron,"skateboarding,martial arts,mutant,pizza delivery,ninjas",6.6,1.469009
1700,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.","Horror,Thriller","James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall",Rob Reiner,stephen king,7.5,1.295204
1375,Rocky V,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",Drama,"Sylvester Stallone,Talia Shire,Burt Young,Sage Stallone,Burgess Meredith",John G. Avildsen,"philadelphia,transporter,father-son relationship,cataclysm,trainer",5.3,1.243528
11186,Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.","Drama,Horror","Alex Vincent,Jenny Agutter,Gerrit Graham,Christine Elise,Brad Dourif",John Lafia,"faithlessness,puppet,killer toys,toy comes to life",5.9,1.19834699999999
10166,The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?","Adventure,Fantasy,Horror","Anjelica Huston,Mai Zetterling,Jasen Fisher,Jane Horrocks,Rowan Atkinson",Nicolas Roeg,"witch,chocolate,mouse,grandmother grandson relationship,bald",6.6,1.125794
1669,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.","Action,Adventure,Thriller","Alec Baldwin,Sean Connery,Scott Glenn,Sam Neill,James Earl Jones",John McTiernan,"submarine,cold war,russian,defection,jack ryan",6.9,1.072912
169,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.","Science Fiction,Action,Thriller","Kevin Peter Hall,Danny Glover,Gary Busey,RubÃ©n Blades,MarÃ­a Conchita Alonso",Stephen Hopkins,"predator,war on drugs,extraterrestrial technology,los angeles,invisible",5.7,1.034127
2119,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",Adventure,"Tom Cruise,Robert Duvall,Nicole Kidman,Randy Quaid,Cary Elwes",Tony Scott,"stock-car-race,daytona,car crash",5.8,1.0198
2670,Stephen King's It,"A series of murders prompts Mike Hanlon to suspect that the supernatural menace that he and a group of friends battled as children has returned. He begins to call his friends to remind them of the oath they swore: if It returned again, they would come back to Derry to do battle again.","Drama,Horror,Mystery,Thriller","Harry Anderson,Dennis Christopher,Richard Masur,Annette O'Toole,Tim Reid",Tommy Lee Wallace,"suicide,library,small town,child murderer,clown",6.5,1.003423
379,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","Drama,Thriller,Crime","Gabriel Byrne,Marcia Gay Harden,John Turturro,Jon Polito,J.E. Freeman",Joel Coen,"corruption,street gang,prohibition,gun,irish-american",7.4,0.972222
928,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!","Comedy,Horror,Fantasy","Zach Galligan,Phoebe Cates,John Glover,Robert Prosky,Robert Picardo",Joe Dante,"new york,monster,skyscraper,mutant,restaurant",6.1,0.890276
9362,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.","Action,Horror","Kevin Bacon,Fred Ward,Finn Carter,Michael Gross,Reba McEntire",Ron Underwood,"nevada,small town,tractor,stranded,cult favorite",6.3,0.85552
5549,RoboCop 2,A corrupt businesswoman seeks to disable RoboCop in favor of her own model of cyborg.,"Action,Adventure,Crime,Science Fiction,Thriller","Peter Weller,Belinda Bauer,John Glover,Gabriel Damon,Mario Machado",Irvin Kershner,"cyborg,police,sequel,robot,drug",5.3,0.774737
34636,The Neverending Story II: The Next Chapter,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.","Drama,Family,Fantasy,Adventure","Jonathan Brandis,Kenny Morrison,Clarissa Burt,John Wesley Shipp,Martin Umbach",George T. Miller,"book,sequel,reading",5.7,0.768724
9356,Look Who's Talking Too,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.","Romance,Comedy","John Travolta,Kirstie Alley,Bruce Willis,Roseanne Barr,Gilbert Gottfried",Amy Heckerling,"baby,brother sister relationship,pregnancy,family,woman director",5.1,0.731244
11005,Awakenings,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Drama,"Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,John Heard",Penny Marshall,"coma,miracle,frustration,hope,hospital",7.4,0.662154
11595,Another 48 Hrs.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.","Thriller,Action,Comedy,Crime,Drama","Eddie Murphy,Nick Nolte,Brion James,Kevin Tighe,Ed O'Ross",Walter Hill,"prison,gas station,drug dealer,investigation,weapon",5.5,0.644447999999999
10837,DuckTales: The Movie - Treasure of the Lost Lamp,"Scrooge McDuck, his dimwitted pilot Launch Pad, and his newphews Huey, Dewey and Louie, with Webby, arrive in Egypt where Scrooge finds the lost treasure of Collie Baba, unbeknownst to Scrooge, a magic lamp was included inside the treasure, so while the nephews have fun with the genie, they all have no idea that they're being stalked by a power hungry sorceror named Murlock and his dimwitted thief.","Adventure,Animation,Family,Comedy,Fantasy","Alan Young,Terence McGovern,Russi Taylor,Richard Libertini,Christopher Lloyd",Bob Hathcock,"egypt,pyramid,wonderlamp,treasure hunt",6.7,0.642804
9399,Lionheart,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.","Action,Thriller","Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Ashley Johnson,Brian Thompson",Sheldon Lettich,"upper class,drug dealer,foreign legion,fistfight,foreign legionaire",5.8,0.635353
17466,Death Warrant,"The Canadian policeman Louis Burke is assigned in a jail to investigate in some murders of prisoners and jailors. When in jail, Lois, using his outstandings martial arts is able to save his life and make himself respected in that violent world. At least, helped by two another prisoners, he succeded in finding the truth about the dreadful crimes.","Action,Crime,Drama,Mystery,Thriller","Jean-Claude Van Damme,Robert Guillaume,Cynthia Gibb,Patrick Kilpatrick,Art LaFleur",Deran Sarafian,"prison,prisoner,murder",5.4,0.610615
12157,Green Card,"Urban horticulturalist BrontÃ« Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges FaurÃ©, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.","Comedy,Drama,Romance","GÃ©rard Depardieu,Andie MacDowell,Bebe Neuwirth,Gregg Edelman,Robert Prosky",Peter Weir,"immigration,greenhouse,love,green card",5.7,0.5895
11092,Presumed Innocent,"Life takes a nasty twist for D.A. Rusty Sabich when the woman he has been romantically involved with is murdered. He is assigned to investigate the case, but is soon charged with the murder.","Drama,Thriller,Crime,Mystery","Harrison Ford,Brian Dennehy,RaÃºl JuliÃ¡,Bonnie Bedelia,Paul Winfield",Alan J. Pakula,"loss of lover,lover (female),investigation,lawyer,courtroom",6.3,0.548596
2565,Joe Versus the Volcano,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his female co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.","Fantasy,Comedy,Science Fiction,Romance","Tom Hanks,Meg Ryan,Lloyd Bridges,Dan Hedaya,Ossie Davis",John Patrick Shanley,"escape,orange soda,luggage,dying man's last fling,ukulele",5.2,0.53671
483,Wild at Heart,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,"Comedy,Crime,Thriller","Nicolas Cage,Laura Dern,Willem Dafoe,J.E. Freeman,Crispin Glover",David Lynch,"prison,sex,witch,hotel room,texas",6.5,0.521085
530,A Grand Day Out,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.","Adventure,Animation,Comedy,Science Fiction,Family",Peter Sallis,Nick Park,"moon,inventor,missile,cheese,robot",7.3,0.519772999999999
11587,The Exorcist III,"Set fifteen years after the original film, The Exorcist III centers around the philosophical Lieutenant William F. Kinderman who is investigating a baffling series of murders around Georgetown that all contain the hallmarks of The Gemini, a deceased serial killer. It eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak, claiming he is the The Gemini and detailing the murders, but bears a striking resemblance to Father Damien Karras.","Thriller,Horror,Mystery","George C. Scott,Ed Flanders,Brad Dourif,Jason Miller,Nicol Williamson",William Peter Blatty,"death penalty,suspicion of murder,exorcism,doomed man,investigation",5.9,0.518986
